Tag,Quadrat,DBH,Latin,Date_Collected,Collected_By,Date_Mounted,Mounted_By,Date_First_Measured,First_Measured_by,Date_Second_Measured,Second_Measured_by,number_of_rings,Center,Duplicate,Notes
70096,704,843.8,Quercus rubra,6/15/10,CL,7/12/10,CL,10/15/10,JM,,,107,0,0,"10/15/10, JM: 107 rings, 2009-1903."
70126,705,789.4,Quercus rubra,6/15/10,KL,7/1/10,HB,10/14/10,JM,,,124,0,0,"10/14/10, JM: 124 rings, 2009-1886."
70407,709,672,Quercus rubra,10/19/10,CL,10/25/10,CL,10/29/10,JM,,,77,1,0,"10/29/10, JM: 77 rings, 2009-1933. Tree recored because it was mounted improperly."
70421,709,575.2,Quercus rubra,10/19/10,CL,10/25/10,CL,10/29/10,JM,,,119,1,0,"10/29/10, JM: 119 rings, 2009-1901. Tree recored because it was mounted improperly."
70502,710,555.5,Quercus rubra,8/5/10,JM,8/10/10,JM,10/18/10,JM,,,133,1,0,"Cored originally on 6/02/10 by JM; 10/18/10, JM: 133 rings, 2009-1877."
80233,805,713.1,Quercus rubra,6/15/10,JM,6/18/10,JM,8/16/10,JM,,,106,1,0,"8/16/10, JM: 106 rings, 2009-1904."
80235,805,776.7,Quercus rubra,6/15/10,JM,6/18/10,JM,8/17/10,JM,,,93,1,0,"8/17/10, JM: 93 rings, 2009-1917."
80316,806,784.2,Quercus rubra,6/15/10,CL,7/6/10,CL,10/15/10,JM,,,93,0,0,"10/15/10, JM: 93 rings, 2009-1917."
80330,806,498.7,Quercus rubra,6/15/10,CL,7/6/10,CL,10/15/10,JM,,,115,1,0,"10/15/10, JM: 115 rings, 2009-1895. Last five rings are an estimate- there is a break in the wood, on one side is scarring, and the other is the center of the core. To include the rings that were missed by the scarring, I made an estimated ""start"" ring (there is a mark on the core) that indicates where the scarring occurred on the other piece of core."
80491,809,1366.2,Quercus rubra,6/16/10,DC,7/12/10,CL,10/15/10,JM,,,106,0,0,"6/16/10, DC: cored the eastern stem (2-stem tree). Rotten core; 10/15/10, JM: 106 rings, 2009-1904."
90510,909,239.2,Quercus rubra,6/16/10,AC,6/25/10,JM,8/18/10,JM,12/16/10,JM,86,0,0,"8/18/10, JM: 87 rings, 2009-1923. Scarring in ring 66, I don't think it was mounted the wrong direction. Included scarring in ring measurement. I think core may have been inserted into the straw/mounted incorrectly, specifically the last two pieces. I am not confident about how they should be mounted properly, and so I left it as ks; 12/16/10, JM: 86 rings, 2009-1924. What a mess of a core! Suggested shift of +1 correlated with a false ring in the beginning of core. However, even with the new shift, still low correlation."
90529,910,304.9,Quercus rubra,6/3/10,MB,7/12/10,CL,8/18/10,JM,12/16/10,JM,75,0,0,"8/18/10, JM: 80 rings, 2009-1930. Ring 76 has a large amount of scarring in it, included it in measurement; 12/16/10, JM: 75 rings, 2009-1935. Removed the last five rings after the scarred section, improved correlation."
100540,1004,447.2,Quercus rubra,6/11/10,JM,6/18/10,JM,8/17/10,JM,12/15/10,JM,78,1,0,"8/17/10, JM: 79 rings, 2009-1931; 12/15/10, JM: 78 rings, 2009-1932. Re-measured the 8 inner-most rings, realized only 8, not 9. Improved correlation."
100552,1004,443.4,Quercus rubra,6/11/10,JG,7/7/10,JM,8/18/10,JM,12/16/10,JM,57,0,0,"6/11/10, JM: core taken at a 30 degree angle; 8/18/10, JM: 54 rings, 2009-1956. Scarring in the first part of core makes it impossible to see any rings. Started measuring after the scaring. The last piece of core is flipped the wrong direction at ring 14; 12/16/10, JM: 57 rings, 2009-1953. Front piece of core so messed up and unreadable, assuming shift recommended is correct. Added 3 0.0 rings to the front. "
100558,1004,379.7,Quercus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/11/10, JM: dead tree."
100771,1005,876.5,Quercus rubra,6/14/10,MH,6/17/10,JM,8/16/10,JM,,,64,0,0,"8/16/10, JM: 64 rings, 2009-1946. Ring boundaries for rings 61 and 62 are difficult to see, but I definitely saw shrinking cells."
101136,1012,179.8,Quercus rubra,6/4/10,JM,7/12/10,CL,8/16/10,JM,,,67,1,0,"8/16/10, JM: 67 rings, 2009-1943. ring 2 is along crack, can see the latewood midway up the core."
110331,1102,220.6,Quercus rubra,6/11/10,JM,6/21/10,JM,8/18/10,JM,,,50,0,0,"8/18/2010, JM: 50 rings, 2009-1960."
110727,1103,197.5,Quercus rubra,6/15/10,JM,6/21/10,JM,8/16/10,JM,,,37,1,0,"8/16/10, JM: 37 rings, 2009-1973."
110811,1104,583.4,Quercus rubra,6/14/10,MH,6/21/10,JM,8/16/10,JM,,,67,0,0,"8/16/10, JM: 67 rings, 2009-1943."
110977,1106,160.7,Quercus rubra,6/8/10,JB,6/30/10,JM,8/18/10,JM,12/16/10,JM,86,1,0,"8/18/10, JM: 86 rings, 2009-1924. False ring in 74; 12/16/10, JM: 87 rings, 2009-1923. Re-measured core, decided false ring was true. However, didn't improve correlation much, but can't find anything else wrong with core."
121186,1210,207.3,Quercus rubra,6/7/10,JM,7/6/10,CL,8/20/10,JM,,,78,1,0,"8/20/10, JM: 78 rings, 2009-1932. First section of core mounted incorrectly, difficult to see rings- believe two rings in the first section."
121305,1211,729.8,Quercus rubra,6/7/10,JM,7/1/10,HB,8/16/10,JM,,,88,0,0,"6/7/10, JM: went as deep with the corer as I could reach, may not have hit center of the tree; 8/16/10, JM: 88 rings, 2009-1922."
121310,1211,245,Quercus rubra,6/7/10,JM,7/12/10,JM,8/17/10,JM,,,69,1,0,"8/17/10, JM: 69 rings, 2009-1941."
131087,1310,630.1,Quercus rubra,6/7/10,JM,7/12/10,CL,10/14/10,JM,,,80,1,0,"10/4/10, JM: 80 rings, 2009-1930."
150890,1510,750,Quercus rubra,6/8/10,JM,6/17/10,JM,8/13/10,JM,,,57,0,0,"8/13/10, JM: 57 rings, 2009-1953. Ring 1980 I believe is a complete ring because of the vessel cells, and a faint shrinkage in ring, but not positive. Counted it as a complete ring."
151021,1510,500.4,Quercus rubra,6/8/10,JM,7/1/10,MH,8/16/10,JM,,,77,1,0,"8/16/10, JM: 77 rings, 2009-1933."
70382,709,762.5,Quercus rubra,8/5/10,JM,8/10/10,JM,10/19/10,JM,,,94,0,1,"Cored originally on 6/16/10 by DC; 10/19/10, JM: 94 rings, 2009-1916; 10/29/10, JM: Replicate core."
70382,709,762.5,Quercus rubra,10/19/10,CL,10/25/10,CL,10/29/10,JM,,,102,0,0,"10/29/10, JM: 102 rings, 2009-1908. Tree recored because it was mounted improperly AND replicate core.."
40533,405,487.1,Quercus velutina,6/14/10,JM,6/21/10,JM,8/19/10,JM,,,77,1,0,"8/19/10, JM: 77 rings, 2009-1933. Two cores were labelled 40533. The one not measured is clearly not a Quercus. I've crossed it out on the mounting bore, and did not measure."
50404,506,237.2,Quercus velutina,6/14/10,JM,7/1/10,HB,8/18/10,JM,12/14/10,JM,87,1,0,"6/14/10, JM: rotted center in tree, bored as deep as possible; 8/18/10, JM: 87 rings, 2009-1923. Borer reached and went beyond center. Hooray!; 12/14/10, JM: Last 40 years correlating poorly, re-measured those years, but correlation did not improve."
70254,703,655.7,Quercus velutina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"6/15/10, CL: dead tree."
80046,802,592.8,Quercus velutina,6/15/10,CL,7/12/10,CL,10/14/10,JM,,,97,0,0,"10/14/10, JM: 97 rings, 2009-1913."
80056,802,459.8,Quercus velutina,6/15/10,CL,7/12/10,JM,8/22/10,JM,,,87,1,0,"8/22/10, JM: 87 rings, 2009-1923."
80148,803,727.5,Quercus velutina,6/15/10,JM,6/18/10,JM,8/20/10,JM,,,88,0,0,"8/20/10, JM: 88 rings, 2009-1922. "
80156,803,345.1,Quercus velutina,6/15/10,JM,6/18/10,JM,8/18/10,JM,,,87,1,0,"8/18/10, JM: 87 rings, 2009-1923."
80159,803,265.9,Quercus velutina,6/15/10,JM,6/18/10,JM,8/19/10,JM,,,92,1,0,"8/19/10, JM: 92 rings, 2009-1918."
90084,902,1092.1,Quercus velutina,6/11/10,JM,6/17/10,JM,9/9/10,JM,,,62,0,0,"6/11/10, JM: got as far into tree as possible, not pith. Disintegrated at front, may need to throw out core; 9/9/10, JM: 62 rings, 2009-1948. Scarring in ring 53. This tree is older than 62 years, but the rest of the core is so scarred I can't accurately estimate ring boundaries."
90104,902,493.9,Quercus velutina,6/11/10,JG,6/18/10,JM,8/20/10,JM,,,71,1,0,"8/20/10, JM: 71 rings, 2009-1939. Last section of core is ""upside-down"". The border for Ring 72 is a scar, but compared to either side of the scar, there are a complete line of shrunken cells, so counted as a ring."
90577,913,629.9,Quercus velutina,6/1/10,DC,6/17/10,JM,8/24/10,JM,,,99,0,0,"8/24/10, JM: 99 rings, 2009-1911. Scarring in ring 89."
90631,911,162.9,Quercus velutina,6/3/10,MB,6/18/10,JM,8/19/10,JM,12/14/10,JM,50,0,0,"8/19/10, JM: 60 rings, 2009-1950. False ring in 45- has the large vessel cells, but they are disconnected, and the cells do not form a complete ring, evident in the spaces between the large vessel cells. Scarring in ring 48; 12/14/10, JM: Believe missing rings in the beginning, but the shift suggested (-5) is so great, didn't make change. also, stopped measuring before the scar."
90634,911,379.1,Quercus velutina,6/3/10,MB,7/12/10,CL,8/16/10,JM,,,73,1,0,"8/16/10, JM: 73 rings, 2009-1937."
90650,912,705.3,Quercus velutina,6/1/10,DC,6/17/10,JM,8/22/10,JM,12/15/10,JM,80,0,0,"8/22/10, JM: 89 rings, 2009-1921. Scarring in ring 77- may be another ring in there, but I can't see it. Severe scarring in ring 81, may have been mounted incorrectly and so more rings, but counted it as one ring. Scarring at the end of core; 12/14/10, JM: 80 rings, 2009-1930. Removed the last 9 rings because they were along a scarred area."
91493,908,319,Quercus velutina,6/16/10,AC,6/25/10,JM,8/20/10,JM,12/15/10,JM,93,1,0,"8/20/10, JM: 95 rings, 2009-1915. First section of core is mounted backwards. Two rings inside this section. I think the core may have been twisted or scarred, the first section looks off- I did my best to estimate cell boundaries; 12/15/10, JM: 73 rings, 2009-1933. For some reason I didn't go with the original ring count. re-measured, improved correlation."
91499,909,302.8,Quercus velutina,6/16/10,AC,6/30/10,JM,8/22/10,JM,12/15/10,JM,67,1,0,"8/22/10, JM: 88 rings, 2009-1922. Ring 69 is on a scarred piece of core, and so it curves up to the top of the core. Ended at the top of the core, and started at the next section; 12/15/10, JM: 67 rings, 2009-1943. Deleted all rings after scarred section."
100551,1004,400.9,Quercus velutina,6/11/10,JG,6/21/10,JM,8/23/10,JM,,,77,1,0,"8/23/10, JM: 76 rings, 2009-1934. Scarring in ring 77."
101123,1012,377.3,Quercus velutina,6/3/10,JM,7/6/10,CL,8/22/10,JM,,,79,1,0,"8/22/10, JM: 79 rings, 2009-1931."
110819,1105,710.2,Quercus velutina,6/8/10,JB,7/12/10,CL,10/14/10,JM,,,84,1,0,"10/14/10, JM: 84 rings, 2009-1926."
110920,1105,777,Quercus velutina,6/8/10,JB,6/30/10,JM,10/14/10,JM,,,93,0,0,"10/14/10, JM: 93 rings, 2009-1917."
111163,1109,493.8,Quercus velutina,6/10/10,JM,7/12/10,JM,8/22/10,JM,,,73,0,0,"8/22/10, JM: 73 rings, 2009-1937."
120162,1202,472.3,Quercus velutina,6/15/10,JM,7/1/10,HB,9/7/10,JM,,,52,1,0,"9/7/10, JM: 52 rings, 2009-1958."
121026,1206,597.2,Quercus velutina,6/10/10,JT,7/1/10,HB,8/19/10,JM,,,100,0,0,"8/19/10, JM: 100 rings, 2009-1910."
121379,1206,682,Quercus velutina,6/10/10,JM,6/30/10,JM,10/14/10,JM,,,101,0,0,"10/14/10, JM: 101 rings, 2009-1909."
130911,1305,370.5,Quercus velutina,6/10/10,JM,6/18/10,JM,8/20/10,JM,12/15/10,JM,73,1,0,"8/20/2010, JM: 72 rings, 2009-1938. Last section mounted ""upside-down""; 12/15/10, JM: 73 rings, 2009-1937. Inserted a ring. "
130991,1307,698.1,Quercus velutina,6/10/10,JM,6/30/10,JM,10/14/10,JM,,,107,0,0,"10/14/10, JM: 107 rings, 2009-1903. Core mounted backwards. Middle piece mounted in the wrong direction."
131009,1308,736.5,Quercus velutina,10/19/10,CL,10/25/10,CL,10/29/10,JM,,,105,1,0,"10/29/10, JM: 105 rings, 2009-1905. Tree recored because it was originally mounted improperly."
140733,1407,690.5,Quercus velutina,6/10/10,JT,7/6/10,CL,8/20/10,JM,,,71,0,0,"6/10/10, JT: had to core twice due to rot; 8/20/10, JM: 71 rings, 2009-1939."
140736,1407,618.4,Quercus velutina,6/10/10,JT,6/28/10,JM,8/19/10,JM,,,91,0,0,"8/19/10, JM: 91 rings, 2009-1919."
140756,1408,694.9,Quercus velutina,6/10/10,JT,7/12/10,CL,10/14/10,JM,,,108,0,0,"10/14/10, JM: 108 rings, 2009-1902."
140761,1408,620,Quercus velutina,6/10/10,JT,7/12/10,JM,8/22/10,JM,,,97,0,0,"8/22/10, JM: 97 rings, 2009-1913."
140931,1408,373.4,Quercus velutina,6/10/10,JT,7/1/10,HB,8/19/10,JM,12/14/10,JM,94,0,0,"8/19/10, JM: 95 rings, 2009-1915; 12/14/10, JM: 94 rings, 2009-1916. Based on a recommend shift of 1, found mis-step in measurement due to radial vessel dismemberment."
140934,1408,489.6,Quercus velutina,6/10/10,JT,6/18/10,JM,8/19/10,JM,,,107,0,0,"8/19/10, JM: 107 rings, 2009-1903."
140935,1408,441.2,Quercus velutina,6/10/10,JT,6/18/10,JM,8/24/10,JM,12/15/10,JM,82,1,0,"6/18/10, JM: front part of core rotten, unable to piece together; 8/24/10, JM: 82 rings, 2009-1928; 12/15/10, JM: Maybe lost part of core before, but correlation is bad all over the place, re-measured, had no effect."
150849,1509,561.1,Quercus velutina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"8/5/2010, JM: dead snag."
150951,1508,520.5,Quercus velutina,6/8/10,JM,6/21/10,JM,8/20/10,JM,,,87,1,0,"8/20/10, JM: 87 rings, 2009-1923. Ring 81 doesn't have such large vessel cells before it, but definitely a complete ring (shrinking of cells across core)."
150957,1509,571.3,Quercus velutina,6/8/10,JM,6/17/10,JM,8/18/10,JM,,,74,0,0,"8/18/10, JM: 74 rings, 2009-1936."
120200,1202,495.7,Robinia pseudoacacia,6/15/10,JM,6/17/10,JM,9/1/10,JM,11/1/10,JM,50,0,0,"6/15/10, JM: half the tree hollow and dead without bark, cored upslope on ""healthier"" part of tree. 9/1/10, JM: 48 rings, 2009-1962; 11/1/10, JM: 50 rings, 2009-1960. Although the correlation is still poor (0.179) it is no longer negative. Also, the first 30 years are significantly smaller than the next 20. 1980 important year."
70279,704,150.1,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/15/10, KL: dead tree."
80055,802,196.5,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/15/10, KL: dead tree."
90069,902,201.7,Ulmus rubra,6/11/10,JG,6/18/10,JM,9/28/10,JM,,,73,,0,"9/28/10, JM: 73 rings, 2009-1937."
90118,903,244.1,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/11/10, JM: dead tree."
90249,902,276.7,Ulmus rubra,6/11/10,JM,6/21/10,JM,10/1/10,JM,,,76,,0,"10/1/10, JM: 76 rings, 2009-1934."
100113,1002,156.5,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/11/10, JM: dead snag."
100133,1002,269.8,Ulmus rubra,6/11/10,JG,6/21/10,JM,9/28/10,JM,,,64,,0,"9/28/10, JM: 64 rings, 2009-1946."
100136,1002,157.8,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/11/10, JM: dead snag."
100434,1002,244.7,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/11/10, JM: dead snag."
100631,1003,360.6,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/14/10, MH: dead snag."
110001,1101,170.5,Ulmus rubra,6/15/10,JM,6/18/10,JM,9/28/10,JM,,,53,,0,"9/28/10, JM: 53 rings, 2009-1957."
110155,1101,154.9,Ulmus rubra,6/15/10,JM,6/17/10,JM,9/28/10,JM,,,56,,0,"9/28/10, JM: 56 rings, 2009-1954."
110355,1102,200,Ulmus rubra,6/15/10,JM,6/17/10,JM,9/28/10,JM,,,67,,0,"9/28/10, JM: 67 rings, 2009-1943."
110492,1102,176.5,Ulmus rubra,6/16/10,JM,6/17/10,JM,9/28/10,JM,,,48,,0,"9/28/10, JM: 48 rings, 2009-1962."
110669,1104,207.5,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/15/10, JM: dead snag."
120756,1204,204.6,Ulmus rubra,6/15/10,JM,6/17/10,JM,9/28/10,JM,,,74,,0,"9/28/10, JM: 74 rings, 2009-1936."
120827,1204,237.3,Ulmus rubra,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/15/10, JM: dead snag."
110086,1101,370.9,Ulmus rubra,8/9/10,JM,8/29/10,JM,1/6/11,JM,,,60,1,0,"6/15/10, JM: Tree connected at base to 11086B; 9/28/10, JM: cored tree twice; 1/6/11, JM: 60 rings, 2009-1950. Core fairly rotted, difficult to sand, especially first 20 rings."
110086,1101,370.9,Ulmus rubra,6/15/10,JM,UNK,UNK,9/28/10,JM,,,56,,1,"9/28/10, JM: 56 rings, 2009-1954. Cored tree twice."
110579,1103,224.3,Ulmus rubra,6/16/10,JM,UNK,JM,NA,NA,,,NA,NA,0,"9/28/10, JM: Cored twice. Can't measure, core in too poor of condition."
110579,1103,224.3,Ulmus rubra,8/9/10,JM,8/25/10,JM,,,,,,,1,
10185,104,556.3,Acer rubrum,6/23/10,HB,7/14/10,JM,12/20/10,JM,,,87,1,0,"12/20/10, JM: 87 rings, 2009-1923. First 10 rings very hard to see, very faint."
10189,104,232.1,Acer rubrum,6/23/10,HB,7/14/10,JM,12/30/10,JM,,,80,1,0,"6/23/10, HB: took core from tree located between 10188 and 10190. Tree had no tags, but was touching other two trees; 12/30/10, JM: 80 rings, 2009-1930. First piece of core mounted incorrectly- started with the first visible ring."
10488,110,293.9,Acer rubrum,6/25/10,HB,7/14/10,CR,,,,,,,0,
12317,126,382,Acer rubrum,7/2/10,JM,7/14/10,JG,12/30/10,JM,,,91,1,0,"12/30/10, JM: 91 rings, 2009-1919. Ring boundaries challenging to see."
20151,203,200.7,Acer rubrum,6/23/10,JM,7/14/10,JM,1/3/11,JM,,,126,1,0,"1/3/10, JM: 126 rings, 2009-1884. First approximately 60 rings difficult to see."
20586,208,214.8,Acer rubrum,6/23/10,HB,7/14/10,JM,,,,,,,0,"6/23/10, HB: cored until rotten section was hit, at approx. 7 cm. "
22253,224,429.9,Acer rubrum,6/30/10,JM,7/14/10,CF,12/30/10,JM,,,93,0,0,"6/30/10, JM: rotted core, took as much of sample as possible; 12/30/10, JM: 93 rings, 2009-1917. "
30381,308,301.2,Acer rubrum,6/25/10,JM,7/14/10,CW,,,,,,,0,
32072,317,207.6,Acer rubrum,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"6/25/10, JM: Could not find tree, think it is a fallen dead."
40942,414,385,Acer rubrum,6/29/10,JM,7/14/10,DC,,,,,,,0,
42001,417,368.5,Acer rubrum,10/19/10,CL,10/26/10,JM,12/30/10,JM,,,81,1,0,"10/29/10, JM: Re-cored tree, original mounted incorrectl; 12/30/10, JM: 81 rings, 2009-1929."
60449,614,156.3,Acer rubrum,6/30/10,HB,7/14/10,CF,12/30/10,JM,,,28,0,0,"6/30/10, HB: cored until hit rotted section at approx. 10 cm; 12/30/10, JM: 28 rings, 2009-1982."
60555,613,285.3,Acer rubrum,6/30/10,HB,7/14/10,CF,12/30/10,JM,,,54,0,0,"6/30/10, HB: cored until hit rotted section at approx. 15 cm. Attempted to core three times; 12/30/10, JM: 54 rings, 2009-1956."
70207,701,196.9,Acer rubrum,6/23/10,JM,7/14/10,JM,12/30/10,JM,,,63,1,0,"12/30/10, JM: 63 rings, 2009-1947."
80580,815,305.7,Acer rubrum,6/30/10,HB,7/14/10,CF,,,,,,,0,
80769,816,201.1,Acer rubrum,8/10/10,JM,8/25/10,JM,12/20/10,JM,,,55,1,0,"12/20/10, JM: 55 rings, 2009-1956. First five rings difficult to see."
80774,816,300.1,Acer rubrum,6/30/10,HB,7/14/10,CF,1/3/11,JM,,,39,0,0,"6/30/10, HB: rotted core; 1/3/10, JM: 39 rings, 2009-1971."
82347,828,171.8,Acer rubrum,10/25/10,CL,10/27/10,CL,12/29/10,JM,,,79,1,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 12/29/10, JM: 79 rings, 2009-1931."
92097,919,153.1,Acer rubrum,NA,NA,NA,NA,NA,NA,,,NA,NA,0,"7/2/10, JT: dead snag."
92124,920,160,Acer rubrum,7/2/10,JT,7/14/10,JG,,,,,,,0,
92556,932,170.2,Acer rubrum,7/8/10,DC,7/14/10,WR,12/30/10,JM,,,63,1,0,"12/30/10,  JM: 63 rings, 2009-1947."
92559,932,307.7,Acer rubrum,7/8/10,DC,7/14/10,WR,,,,,,,0,
102124,1019,360.5,Acer rubrum,7/9/10,JM,7/14/10,CL,12/30/10,JM,,,87,0,0,"12/30/10, JM: 87 rings, 2009-1923."
102146,1019,222.6,Acer rubrum,7/9/10,JM,7/14/10,CL,12/30/10,JM,,,54,1,0,"12/30/10, JM: 54 rings, 2009-1956."
122009,1217,266.9,Acer rubrum,7/19/10,JM,7/26/10,JM,1/3/11,JM,,,89,0,0,"7/19/10, JM: tree rotted near the center. Although core is in pretty good shape, I wasn't able to get very deep; 1/3/11, JM: 89 rings, 2009-1921. "
131364,1316,397.8,Acer rubrum,7/13/10,CL,7/16/10,JM,12/30/10,JM,,,78,1,0,"12/30/10, JM: 78 rings, 2009-1932."
131366,1316,186.5,Acer rubrum,7/13/10,CL,7/16/10,JM,1/3/11,JM,,,66,1,0,"1/3/10, JM: 66 rings, 2009-1944."
132470,1332,183,Acer rubrum,10/25/10,CL,10/27/10,CL,12/30/10,JM,,,86,1,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 12/30/10, JM: 86 rings, 2009-1924."
132474,1332,230.2,Acer rubrum,7/8/10,JM,7/14/10,CL,,,,,,,0,
132549,1332,189.1,Acer rubrum,7/8/10,LT,7/14/10,CL,,,,,,,0,
150913,1506,284.5,Acer rubrum,8/4/10,JG,8/10/10,CL,12/20/10,JM,,,79,1,0,"12/20/10, JM: 79 rings, 2009-1931. Had difficulty sanding first 10 rings, but I don't think I missed any."
152431,1523,238.8,Acer rubrum,8/3/10,JM,8/4/10,JM,12/30/10,JM,,,44,1,0,"8/3/10, JM: tree at a 45 degree angle and hollow until 4.5 feet, so cored above; 12/30/10, JM: 44 rings, 2009-1966."
172594,1732,225.7,Acer rubrum,8/3/10,JM,8/5/10,SG,12/20/10,JM,,,70,1,0,"12/20/10, JM: 70 rings, 2009-1940. Ring 29 is a partial ring, visible at bottom of core. Ring 31 is a partial ring."
180988,1813,176.7,Acer rubrum,8/2/10,CL,8/10/10,CL,12/20/10,JM,,,49,1,0,"12/20/10, JM: 49 rings, 2009-1951."
10160A,103,600.1,Acer rubrum,6/23/10,HB,7/14/10,JM,,,,,,,0,"6/23/10, JM: Eastern-most tree, closest to road marked ""A"". DBH similar enough, could not distinguish trees. Part of core stuck in borer. 7/14/10, JM: Core slightly twisted, broke core so it would be properly mounted."
10160B,103,607.1,Acer rubrum,10/25/10,CL,10/27/10,CL,1/3/11,JM,,,110,0,0,"6/23/10, JM: Western-most tree, farthest from road marked ""B"". DBH similar enough, did not distinguish trees. Cored until rotten section was hit; 10/29/10, JM: Re-cored tree because original core was mismounted; 1/3/11, JM: 110 rings, 2009-1900. Difficult to distinguish rings, especially approximately first 50 rings."
10424,106,368.3,Carya cordiformis,6/25/10,HB,7/16/10,JM,,,,,,,0,
20050,201,216.8,Carya cordiformis,6/23/10,HB,7/14/10,JM,,,,,,,0,
20605,208,154.2,Carya cordiformis,6/23/10,HB,7/14/10,JM,,,,,,,0,
20647,210,198.9,Carya cordiformis,6/25/10,HB,7/14/10,CL,,,,,,,0,
20760,213,502.1,Carya cordiformis,6/29/10,JM,7/14/10,JG,,,,,,,0,
20811,215,359.8,Carya cordiformis,8/10/10,JM,8/26/10,JM,,,,,,,0,
30304,305,274.9,Carya cordiformis,6/23/10,HB,7/14/10,JM,,,,,,,0,
30377,309,227.3,Carya cordiformis,6/25/10,JM,7/14/10,PD,,,,,,,0,
30525,314,182.3,Carya cordiformis,6/29/10,JM,7/14/10,DC,,,,,,,0,
40112,402,272.8,Carya cordiformis,6/23/10,JM,7/14/10,JM,,,,,,,0,
40662,409,161.2,Carya cordiformis,10/25/10,CL,10/27/10,CL,,,,,,,0,"10/25/10, CL: rotten core; 10/29/10, JM: Tree re-cored, original mounted incorrectly."
40952,414,605,Carya cordiformis,6/29/10,JM,7/14/10,DC,,,,,,,0,
60003,601,212,Carya cordiformis,6/23/10,JM,7/14/10,JM,,,,,,,0,
60431,612,189.3,Carya cordiformis,6/23/10,JM,7/14/10,JM,,,,,,,0,
60588,615,284.7,Carya cordiformis,6/30/10,HB,7/14/10,CF,,,,,,,0,
70002,701,488.2,Carya cordiformis,6/23/10,JM,7/14/10,JM,,,,,,,0,
70622,716,207.3,Carya cordiformis,6/30/10,HB,7/14/10,CF,,,,,,,0,
80118,801,176.1,Carya cordiformis,6/23/10,JM,7/14/10,JM,,,,,,,0,
90009,901,287.8,Carya cordiformis,6/23/10,JM,7/14/10,JM,,,,,,,0,
101281,1016,213.3,Carya cordiformis,7/18/10,JT,7/26/10,JM,,,,,,,0,"7/18/10, JT: core in three parts."
102130,1019,303,Carya cordiformis,NA,NA,NA,NA,NA,NA,,,NA,,0,"7/9/10, JM: hollow tree."
111273,1115,203.8,Carya cordiformis,7/13/10,JM,7/16/10,JM,,,,,,,0,
111336,1116,245.2,Carya cordiformis,7/19/10,JM,7/23/10,JG,,,,,,,0,
112310,1124,155.2,Carya cordiformis,7/9/10,LT,7/14/10,CL,,,,,,,0,
121449,1215,586.1,Carya cordiformis,7/19/10,JM,7/26/10,JM,,,,,,,0,
121463,1216,179.7,Carya cordiformis,7/19/10,JM,7/23/10,JG,,,,,,,0,
122004,1217,457,Carya cordiformis,7/19/10,JM,7/26/10,CL,,,,,,,0,
131275,1315,213.6,Carya cordiformis,7/13/10,CL,7/16/10,JM,,,,,,,0,
131325,1315,367.9,Carya cordiformis,7/13/10,CL,7/16/10,JM,,,,,,,0,
132010,1317,269,Carya cordiformis,7/13/10,CL,7/16/10,JM,,,,,,,0,
132030,1318,375.7,Carya cordiformis,7/13/10,CL,7/16/10,JM,,,,,,,0,
142001,1417,297.9,Carya cordiformis,7/19/10,CL,7/26/10,CL,,,,,,,0,
142078,1419,176.3,Carya cordiformis,7/19/10,CL,7/26/10,JM,,,,,,,0,
142181,1419,222.9,Carya cordiformis,7/19/10,CL,7/26/10,CL,,,,,,,0,
142220,1420,290.8,Carya cordiformis,8/2/10,JM,8/5/10,JM,10/7/10,JM,,,101,1,0,"10/7/10, JM: 101 rings, 2009-1909. Scarring in ring 4."
151077,1514,161.5,Carya cordiformis,8/2/10,JM,8/4/10,SG,,,,,,,0,
151609,1515,153.6,Carya cordiformis,8/2/10,JM,8/4/10,JM,,,,,,,0,
161003,1613,161.7,Carya cordiformis,NA,NA,NA,NA,NA,NA,,,NA,,0,"8/3/10, JM: tree too small to core, not 16 cm DBH. Maybe 8?"
161572,1616,364.7,Carya cordiformis,8/2/10,JM,8/5/10,JM,,,,,,,0,
190704,1910,186.5,Carya cordiformis,8/3/10,JM,8/4/10,JM,,,,,,,0,
201024,2011,222.7,Carya cordiformis,8/3/10,JM,8/4/10,JM,,,,,,,0,
