Tag,chronology,chronology_status,chronology_notes,Quadrat,DBH,Latin,Date_Collected,Date_Mounted,Date_First_Measured,number_of_rings,Duplicate,Notes
62148,QUAL,included,"low correlation, irregular growth, good match at -4 from 1839 to 1900 then +6 from 1900 to 1989",620,349.1,Quercus alba,6/29/2010,7/14/2010,10/12/2010,171,0,"10/12/10, JM: 169 rings, 2009-1841; 11/9/10, JM: 171 rings, 2009-1839. Re-measured core, improved correlation, but irregular growth will cause this core to have continual low correlation."
62162,CAGL,NA,core not measured,621,181.2,Carya glabra,6/29/2010,7/14/2010,,,0,
62173,NYSY,NA,core not measured,621,165,Nyssa sylvatica,6/29/2010,7/14/2010,,,0,
62190,CAGL,NA,core not measured,622,196.2,Carya glabra,6/29/2010,7/14/2010,,,0,
62234,CAGL,NA,core not measured,623,187.1,Carya glabra,6/29/2010,7/14/2010,,,0,
62248,LITU,included,,623,215.2,Liriodendron tulipifera,6/29/2010,7/14/2010,11/10/2010,58,0,"7/14/10, DC: spirally twisted core. Broke into pieces to maintain proper orientation; 11/10/10, JM: 58 rings, 2009-1952. Difficult to see rings because of twisting, broken parts of core. Ring 33 very narrow."
62281,QURU,included,,624,769.8,Quercus rubra,6/29/2010,7/14/2010,10/19/2010,93,0,"10/19/10, JM: 93 rings, 2009-1917."
62306,CATO,NA,core not measured,625,322.6,Carya tomentosa,7/6/2010,7/14/2010,,,0,
62313,CATO,NA,core not measured,626,199.1,Carya tomentosa,7/6/2010,7/14/2010,,,0,
62315,CAGL,NA,core not measured,626,190.8,Carya glabra,7/6/2010,7/14/2010,,,0,
62372,QURU,included,,628,510.8,Quercus rubra,10/25/2010,10/27/2010,11/3/2010,84,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 84 rings, 2009-1926."
62373,QUPR,included,"added +1, final year is 2010 not 2009 (it is a partial ring)",628,279.7,Quercus prinus,10/25/2010,10/27/2010,11/3/2010,100,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 101 rings, 2009-1909. Complete ring along bark edge. Many narrow rings in the first 20, potential for missing rings; 11/30/10, JM: 100 rings, 2009-1910. A suggested shift of +1 markedly increases correlation, implying that the ring along the bark was false. "
62376,CAGL,NA,core not measured,628,355.6,Carya glabra,7/6/2010,7/14/2010,,,0,
62445,CATO,NA,core not measured,632,236.8,Carya tomentosa,7/6/2010,7/14/2010,,,0,
62464,NYSY,NA,core not measured,632,236.1,Nyssa sylvatica,7/6/2010,7/14/2010,,,0,
70002,CACO,NA,core not measured,701,488.2,Carya cordiformis,6/23/2010,7/14/2010,,,0,
70018,FAGR,included,,701,199.1,Fagus grandifolia,6/23/2010,7/14/2010,11/17/2010,52,0,"11/17/10, JM: 52 rings, 2009-1958."
70065,CAGL,included,,703,186.7,Carya glabra,6/15/2010,6/24/2010,9/13/2010,82,0,"9/13/10, JM: 82 rings, 2009-1928."
70069,QUAL,included,"poor match 1879 - 1959, good match 1959 - 2009",703,654.3,Quercus alba,6/15/2010,7/1/2010,9/9/2010,131,0,"9/9/10, JM: 130 rings, 2009-1880; 10/27/10, JM: re-measured, 131 rings. Although there was higher correlation with the previous measurement, went with new measurement because ring count was more accurate. However, the period of 1912-1904 is an unusually small band of rings, likely what cofecha is responding to."
70083,QUPR,included,,704,541.1,Quercus prinus,6/15/2010,7/12/2010,10/13/2010,128,0,"10/13/10, JM: 128 rings, 2009-1882."
70096,QURU,included,,704,843.8,Quercus rubra,6/15/2010,7/12/2010,10/15/2010,107,0,"10/15/10, JM: 107 rings, 2009-1903."
70126,QURU,included,,705,789.4,Quercus rubra,6/15/2010,7/1/2010,10/14/2010,124,0,"10/14/10, JM: 124 rings, 2009-1886."
70148,QUPR,included,shifted -4,706,104,Quercus prinus,3/7/2011,3/10/2011,4/4/2011,63,0,"4/4/11, JM: 64 rings, 2009-1946; 8/3/11, JM: Odd core, couldn't improve correlation by much."
70152,CAGL,included,"suppressed tree, abnormal rings",706,235.9,Carya glabra,6/15/2010,6/17/2010,9/15/2010,93,0,"9/15/10, JM: 93 rings, 2009-1917."
70159,QUPR,included,"tree was cored twice, chose first coring (A) since it goes back to 1928 rather than 1944",706,346,Quercus prinus,6/15/2010,6/17/2010,9/7/2010,82,0,"6/15/10, KL: this tree has two stems, very close DBH's. This core is the stem higher on the y-axis; 9/7/10, JM: 82 rings, 2009-1928; 11/2/10, JM: Improve correlation minorly."
70162,CAOVL,included,"best match at -1, did not measure 2009",706,451.8,Carya ovalis,6/15/2010,6/22/2010,9/28/2010,117,0,"9/28/10, JM: 117 rings, 2009-1893."
70180,FAGR,included,shifted -2,707,147,Fagus grandifolia,3/7/2011,3/10/2011,4/4/2011,31,0,"4/4/11, JM: 31 rings, 2009-1979; 6/8/11, JM: re-measured, I don't know what is wrong with this core, but still low correlation."
70182,FAGR,included,,707,193.6,Fagus grandifolia,6/15/2010,6/17/2010,8/31/2010,59,0,"8/31/10, JM: 59 rings, 2009-1951."
70184,QUPR,included,"very low correlation, good match at +2",708,138,Quercus prinus,3/8/2011,3/10/2011,3/28/2011,51,0,"3/28/11, JM: 53 rings, 2009-1959."
70198,QUPR,included,,708,130.6,Quercus prinus,3/8/2011,3/10/2011,4/4/2011,107,0,"4/4/11, JM: 107 rings, 2009-1903."
70207,ACRU,included,,701,196.9,Acer rubrum,6/23/2010,7/14/2010,12/30/2010,63,0,"12/30/10, JM: 63 rings, 2009-1947."
70256,CAGL,included,"(-1, last year measured is actually 2008",703,220,Carya glabra,6/15/2010,7/12/2010,10/1/2010,53,0,"10/1/10, JM: 53 rings, 2009-1957. Front part of core is scarred, cannot distinguish cells, assume there are 8 rings because of vessels."
70269,CAGL,included,,704,410.9,Carya glabra,6/15/2010,6/23/2010,9/13/2010,136,0,"9/13/10, JM: 136 rings, 2009-1874. Last 6 rings or so are on scarred wood.\"
70308,QUPR,included,,705,599.5,Quercus prinus,6/15/2010,6/18/2010,9/9/2010,85,0,"6/15/10, JM: core got stuck in borer. Tried to extract all of core, a little got lost in the middle; 9/9/10, JM: 85 rings, 2009-1925. I think this core was mounted upside down, because the bark is on the pith end of the core. Measured it in this direction. There is more core after ring 85, but the majority is so badly scarred, I can't distinguish rings accurately."
70332,CAGL,included,"(-2, did not measure last several years, very thin",706,237,Carya glabra,6/15/2010,6/22/2010,9/15/2010,113,0,"9/15/10, JM: 113 rings, 2009-1897. Scarred section between ring 31 and 32, included in in ring 32."
70334,QUPR,included,,706,584.4,Quercus prinus,6/15/2010,6/21/2010,9/7/2010,88,0,"9/7/10, JM: 88 rings, 2009-1922. Both section of core after ring 78 mounted backwards; 11/1/10, JM: Re-measured core, help correlation slightly."
70343,CATO,NA,core not measured,707,178.2,Carya tomentosa,6/15/2010,6/17/2010,,,0,
70371,QUAL,included,,708,564,Quercus alba,6/15/2010,7/1/2010,10/13/2010,113,0,"10/13/10, JM: 113 rings, 2009-1897."
70382,QURU,included,,709,762.5,Quercus rubra,8/5/2010,8/10/2010,10/19/2010,94,1,"Cored originally on 6/16/10 by DC; 10/19/10, JM: 94 rings, 2009-1916; 10/29/10, JM: Replicate core."
70388,CAOVL,NA,core not measured,709,169.5,Carya ovalis,6/16/2010,7/28/2010,,,0,
70407,QURU,included,,709,672,Quercus rubra,10/19/2010,10/25/2010,10/29/2010,77,0,"10/29/10, JM: 77 rings, 2009-1933. Tree recored because it was mounted improperly."
70421,QURU,included,,709,575.2,Quercus rubra,10/19/2010,10/25/2010,10/29/2010,119,0,"10/29/10, JM: 119 rings, 2009-1901. Tree recored because it was mounted improperly."
70422,CATO,NA,core not measured,710,202.7,Carya tomentosa,6/2/2010,7/28/2010,,,0,
70426,CAGL,NA,core not measured,710,356.9,Carya glabra,6/2/2010,7/28/2010,,,0,"6/2/10, JM: no bark."
70428,NYSY,NA,core not measured,710,200.2,Nyssa sylvatica,6/2/2010,7/13/2010,,,0,"6/2/10, JM: no bark, had difficulty getting core out. Piece in front should be last."
70433,LITU,included,"clear match at -1, last years not measured (narrow and rotted)",710,691.5,Liriodendron tulipifera,6/2/2010,6/17/2010,8/17/2010,95,0,"8/17/10, JM: 95 rings, 2009-1915; 12/8/10, JM: re-measured core, greatly improve correlation."
70444,QUPR,included,,711,265.9,Quercus prinus,6/2/2010,7/13/2010,9/7/2010,116,0,"9/7/10, JM: 116 rings, 2009-1894; 11/16/10, JM: re-measured, correlation remain the same."
70471,QUAL,included,,712,343.4,Quercus alba,6/1/2010,7/12/2010,9/9/2010,135,0,"9/9/10, JM: 132 rings, 2009-1878; 10/28/10, JM: 135 rings, 2009-1875. Re-measuring increased the correlation, but I still cannot find a missing ring in the last 30 years."
70492,NYSY,NA,core not measured,714,194,Nyssa sylvatica,6/30/2010,7/14/2010,,,0,
70502,QURU,included,,710,555.5,Quercus rubra,8/5/2010,8/10/2010,10/18/2010,133,0,"Cored originally on 6/02/10 by JM; 10/18/10, JM: 133 rings, 2009-1877."
70519,QUAL,included,,711,334.4,Quercus alba,6/2/2010,6/30/2010,9/13/2010,115,0,"9/13/10, JM: 114 rings, 2009-1896. First section of core mounted incorrectly, I can see no rings, and so I assume the first ring is on the second piece of core; 10/28/10, JM: Re-measured core. I disagree with my previous statement, I do see one ring in the first piece of core. 115 rings, 2009-1895. There is a B error remaining, but only with a greater significance of .01"
70535,QUAL,included,low correlation,711,382.3,Quercus alba,6/2/2010,6/17/2010,9/10/2010,92,0,"9/10/10, JM: 93 rings, 2009-1917; 11/01/10, JM: Re-measured core, had worst results, so did not keep edit. Core in great condition, but there may be some warped areas from scarring (even if rings are visible). Poor core for crossdating?; 11/09/10, JM: Re-measured core, 92 rings instead. Still poor correlation, but I think that's just the core."
70536,QUAL,included,,711,564.5,Quercus alba,6/2/2010,7/12/2010,10/12/2010,113,0,"10/12/10, JM: 113 rings, 2009-1897."
70545,CAGL,NA,core not measured,712,192.4,Carya glabra,8/5/2010,8/10/2010,,,1,"10/1/10, JM: Cored twice."
70559,QUAL,included,,712,585.1,Quercus alba,6/1/2010,6/17/2010,9/9/2010,115,0,"9/9/10, JM: 115 rings, 2009-1895; 10/27/10, JM: Re-measured, was a worse correlation, saved re-measured data under In_Fence_SIGEO_2010_QUAL_70559.raw. Kept original output, did not see any missing rings in the 1900-1895 area."
70596,TIAM,NA,core not measured,714,253.8,Tilia americana,6/30/2010,7/14/2010,,,0,"7/14/10, CF: core somewhat twisted, arranged as best as could."
70602,QUAL,included,,715,269.2,Quercus alba,7/2/2010,7/14/2010,10/12/2010,96,0,"10/12/10, JM: 95 rings, 2009-1915; 11/8/10, JM: 96 rings, 2009-1914. Re-measured core. Looks like part of the bark edge of core is missing. COFECHA suggested a shift of -1, when I added a ring, improved correlation significantly. However, there is no physical evidence of ring."
70622,CACO,NA,core not measured,716,207.3,Carya cordiformis,6/30/2010,7/14/2010,,,0,
70653,TIAM,included,,715,466.1,Tilia americana,6/30/2010,7/14/2010,2/23/2011,74,0,"7/14/10, CF: core broken into pieces in order to have proper orientation; 2/23/11, JM: 74 rings, 2009-1936."
72040,CATO,NA,core not measured,717,161,Carya tomentosa,7/2/2010,7/14/2010,,,0,
72113,CAOVL,NA,core not measured,719,278.7,Carya ovalis,7/2/2010,7/14/2010,,,0,
72140,QURU,included,,720,488.7,Quercus rubra,7/2/2010,7/14/2010,10/20/2010,68,0,"10/20/10, JM: 68 rings, 2009-1942."
72232,QUAL,included,,722,159.2,Quercus alba,7/2/2010,7/14/2010,10/12/2010,117,0,"7/2/10, JT: DBH is wrong, this is a big tree, approx. 700-1000 mm; 10/12/10, JM: 117 rings, 2009-1893. Believe the core was mounted backwards."
72361,QUPR,rejected,"error in mounting, low quality core",728,323.9,Quercus prinus,7/6/2010,7/14/2010,10/21/2010,51,0,"7/6/10, CL: rotten core; 10/21/10, JM: 64 rings, 2009-1946. Scarring around ring 51, I think. It curves like it could be the pith, but the following rings aren't going in the opposite direction. Measure ring 52 from the edge of the break in the core. There is more core after ring 64, but I can't distinguish rings; 11/30/10, JM: 51 rings, 2009-1959. removed rings after 51 (warped ring)."
72396,QURU,included,,729,743.1,Quercus rubra,7/8/2010,7/14/2010,10/19/2010,85,0,"10/19/10, JM: 85 rings, 2009-1925."
72424,JUNI,included,,730,599,Juglans nigra,7/7/2010,7/14/2010,1/11/2011,116,0,"1/11/11, JM: 116 rings, 2009-1894. Second piece of core mounted in the wrong direction."
72443,LITU,NA,core not measured,732,177,Liriodendron tulipifera,7/6/2010,7/14/2010,11/13/2010,NA,0,"11/13/10, JM: First pieces of core broken up, and I'm suspicious that they were mounted incorrectly. However, believe first ring is along a crack. Second piece of core mounted incorrectly, estimate only ring 3 is on this section. Didn't finish measuring, suggest throwing out core."
72458,PIST,included,,732,279.1,Pinus strobus,8/9/2010,7/14/2010,12/17/2010,64,0,"Originally cored with a dull borer 7/6/10 by CL; 12/17/10, JM: 64 rings, 2009-1946,  Ring 44 very narrow."
80046,QUVE,included,,802,592.8,Quercus velutina,6/15/2010,7/12/2010,10/14/2010,97,0,"10/14/10, JM: 97 rings, 2009-1913."
80056,QUVE,included,,802,459.8,Quercus velutina,6/15/2010,7/12/2010,8/22/2010,87,0,"8/22/10, JM: 87 rings, 2009-1923."
80085,NYSY,included,,803,447.3,Nyssa sylvatica,6/15/2010,6/22/2010,10/4/2010,334,0,"10/4/10, JM: 334 rings, 2009-1676."
80089,QUAL,included,,804,512.1,Quercus alba,6/15/2010,7/12/2010,10/13/2010,128,0,"10/13/10, JM: 128 rings, 2009-1882."
80118,CACO,NA,core not measured,801,176.1,Carya cordiformis,6/23/2010,7/14/2010,,,0,
80148,QUVE,included,,803,727.5,Quercus velutina,6/15/2010,6/18/2010,8/20/2010,88,0,"8/20/10, JM: 88 rings, 2009-1922. "
80156,QUVE,included,,803,345.1,Quercus velutina,6/15/2010,6/18/2010,8/18/2010,87,0,"8/18/10, JM: 87 rings, 2009-1923."
80159,QUVE,included,,803,265.9,Quercus velutina,6/15/2010,6/18/2010,8/19/2010,92,0,"8/19/10, JM: 92 rings, 2009-1918."
80177,NYSY,NA,core not measured,804,350.6,Nyssa sylvatica,6/15/2010,7/1/2010,,,0,
80230,QUPR,included,,805,346.6,Quercus prinus,6/15/2010,7/6/2010,9/9/2010,110,0,"9/9/10, JM: 110 rings, 2009-1900; 11/2/10, JM: re-measured. Improved correlation minorly- first 20 years narrow, but the 1980 year seems to line up well."
80233,QURU,included,,805,713.1,Quercus rubra,6/15/2010,6/18/2010,8/16/2010,106,0,"8/16/10, JM: 106 rings, 2009-1904."
80235,QURU,included,,805,776.7,Quercus rubra,6/15/2010,6/18/2010,8/17/2010,93,0,"8/17/10, JM: 93 rings, 2009-1917."
80248,LITU,included,,805,132.7,Liriodendron tulipifera,3/8/2011,3/10/2011,3/28/2011,70,0,"3/28/11, JM: 70 rings, 2009-1930."
80282,LITU,included,,806,268.7,Liriodendron tulipifera,,,,,,
80284,NYSY,NA,core not measured,806,179.8,Nyssa sylvatica,6/15/2010,6/21/2010,,,0,
80288,CAGL,included,"last year is 2010, not 2009",806,320.6,Carya glabra,6/15/2010,7/6/2010,10/4/2010,105,0,"10/4/10, JM: 105 rings, 2009-1905."
80301,CAGL,included,"suggested -8, possibly did not measure very thin outer years, no errors found",804,152.2,Carya glabra,6/15/2010,6/21/2010,10/1/2010,112,0,"10/1/10, JM: 112 rings, 2009-1898."
80304,LITU,included,very low correlation,804,768,Liriodendron tulipifera,6/15/2010,6/18/2010,8/17/2010,100,0,"8/17/10, JM: 100 rings, 2009-1910. 1952 and 1941 are narrow rings."
80316,QURU,included,,806,784.2,Quercus rubra,6/15/2010,7/6/2010,10/15/2010,93,0,"10/15/10, JM: 93 rings, 2009-1917."
80330,QURU,included,,806,498.7,Quercus rubra,6/15/2010,7/6/2010,10/15/2010,115,0,"10/15/10, JM: 115 rings, 2009-1895. Last five rings are an estimate- there is a break in the wood, on one side is scarring, and the other is the center of the core. To include the rings that were missed by the scarring, I made an estimated ""start"" ring (there is a mark on the core) that indicates where the scarring occurred on the other piece of core."
80371,QUAL,included,,807,306.2,Quercus alba,6/15/2010,7/12/2010,9/9/2010,85,0,"9/9/10, JM: 85 rings, 2009-1925."
80402,QUPR,included,,807,405,Quercus prinus,,,,92,0,
80437,QUPR,included,"very low correlation, good match at +4",808,259.3,Quercus prinus,6/16/2010,6/18/2010,9/7/2010,95,0,"9/7/10, JM: 96 rings, 2009-1914. Rings 4, 7, and 14 are narrow; 11/4/10, JM: 99 rings, 2009-1911. Ring 34 narrow; 11/30/10, JM: 95 rings, 2009-1915. All of those rings I thought were true are In fact, false."
80451,QUAL,included,,808,531.4,Quercus alba,6/16/2010,6/17/2010,9/10/2010,115,0,"9/10/10, JM: 115 rings, 2009-1895."
80458,QUPR,included,,808,655.3,Quercus prinus,6/16/2010,6/17/2010,9/7/2010,112,0,"9/7/10, JM: 113 rings, 2009-1897. Ring 63 is narrow, so random in the core, tempted to call it a false ring. But, there is a complete column of narrow cells, so calling it a true ring; 11/16/10, JM: 112 rings, 2009-1898. Decided 63 was indeed a false ring, removed it from chronology, significantly improved correlation. Hooray!"
80465,QUPR,included,"very low correlation, good match at +7, then -7. Unclear what's wrong, probably error in measurement",808,127.1,Quercus prinus,3/8/2011,3/10/2011,4/4/2011,83,0,"4/4/11, JM: 83 rings, 2009-1927; 8/3/11, JM: Remeasured, still low correlation."
80474,CAOVL,rejected,"core difficult to measure, possibly errors, see note",809,329.6,Carya ovalis,6/16/2010,7/6/2010,9/30/2010,115,0,"9/30/10, JM: 115 rings, 2009-1895. Can't distinguish cells for the first 10 rings, so completely dependent on vessel cells."
80479,CATO,NA,core not measured,809,186,Carya tomentosa,6/16/2010,7/6/2010,,,0,
80491,QURU,included,,809,1366.2,Quercus rubra,6/16/2010,7/12/2010,10/15/2010,106,0,"6/16/10, DC: cored the eastern stem (2-stem tree). Rotten core; 10/15/10, JM: 106 rings, 2009-1904."
80503,CAOVL,included,"best match at -1, did not measure 2009",809,255.6,Carya ovalis,6/16/2010,7/12/2010,9/30/2010,109,0,"9/30/10, JM: 109 rings, 2009-1901."
80513,CATO,NA,core not measured,809,154.4,Carya tomentosa,6/1/2010,7/6/2010,,,0,
80532,CAGL,rejected,broken low quality core,813,200.8,Carya glabra,6/1/2010,7/12/2010,10/1/2010,107,0,"10/1/10, JM: 107 rings, 2009-1903. 6/1/10, JM: front end of core broken into two pieces."
80540,QUAL,included,"multiple years missing, best correlation at (-7)",813,167.8,Quercus alba,6/3/2010,7/12/2010,9/13/2010,80,0,"9/13/10, JM: 82 rings, 2009-1928; 12/1/10, JM: 80 rings, 2009-1930. Removed second ring, hard to distinguish rings because of a break in the wood."
80554,CAOVL,included,"best match at -1, did not measure 2009",813,456.8,Carya ovalis,6/3/2010,7/7/2010,9/28/2010,66,0,"9/28/10, JM: 66 rings, 2009-1944."
80559,NYSY,included,(lol at Jenny's note),813,432.3,Nyssa sylvatica,6/1/2010,7/12/2010,10/4/2010,149,0,"10/4/10, JM: 149 rings, 2009-1861. I officially hate NYSY- this core took me over a half day to measure."
80576,QUVE,included,,815,549.2,Quercus velutina,7/2/2010,7/14/2010,10/19/2010,121,0,"10/19/10, JM: 121 rings, 2009-1889."
80580,ACRU,NA,core not measured,815,305.7,Acer rubrum,6/30/2010,7/14/2010,,,0,
80610,NYSY,NA,core not measured,810,402,Nyssa sylvatica,8/5/2010,8/10/2010,,,0,Cored originally 6/2/10 by JB.
80619,CATO,NA,core not measured,810,322.4,Carya tomentosa,6/2/2010,6/17/2010,,,0,
80625,CAGL,included,"(-1, last year measured is actually 2008",810,376,Carya glabra,6/2/2010,6/18/2010,9/13/2010,108,0,"9/13/10, JM: 108 rings, 2009-1902."
80630,NYSY,NA,core not measured,811,178.4,Nyssa sylvatica,6/3/2010,7/12/2010,,,0,
80632,CATO,NA,core not measured,811,227,Carya tomentosa,6/3/2010,7/7/2010,,,0,
80634,CATO,NA,core not measured,811,230,Carya tomentosa,6/3/2010,7/7/2010,,,0,
80640,CAOVL,NA,core not measured,811,548.9,Carya ovalis,8/5/2010,8/10/2010,,,1,"9/28/10, JM: Cored twice."
80663,QUPR,included,shifted -3,812,138.9,Quercus prinus,3/8/2011,3/10/2011,4/5/2011,48,0,"4/5/11, JM: 48 rings, 2009-1962."
80694,JUNI,included,,816,345.9,Juglans nigra,6/30/2010,7/14/2010,1/11/2011,95,0,"1/11/11, JM: 95 rings, 2009-1915."
80703,CATO,NA,core not measured,810,160.4,Carya tomentosa,6/2/2010,6/21/2010,,,0,
80706,CATO,NA,core not measured,810,193.3,Carya tomentosa,6/2/2010,7/7/2010,,,0,
80711,LITU,included,adjusted -1,810,516.4,Liriodendron tulipifera,6/2/2010,7/12/2010,11/10/2010,104,0,"11/10/10, JM: 103 rings, 2009-1907; 12/10/10, JM: 104 rings, 2009-1906. Believe there was a missing ring at the front of core."
80714,NYSY,NA,core not measured,810,199.9,Nyssa sylvatica,6/2/2010,7/12/2010,,,0,
80719,LITU,included,"missing outer rings and bark, last year measured is 2008 not 2009 (-1)",810,200.5,Liriodendron tulipifera,6/4/2010,7/6/2010,8/23/2010,95,0,"8/23/10, JM: 94 rings, 2009-1916. May be missing the first section of the core, it is too worn down to sand; 12/8/10, JM: 95 rings, 2009-1915. Missed a ring boundary on the outside edge of core."
80745,QUAL,included,,812,600.6,Quercus alba,6/3/2010,6/17/2010,9/9/2010,138,0,"9/9/10, JM: 136 rings, 2009-1874; 10/28/10, JM: re-measured. 138 rings, 2009-1873. Found ring in the pith section of the core."
80746,LITU,included,"very low correlation, core seems abnormal, had been measured and remeasued by Jenny",812,215.8,Liriodendron tulipifera,6/3/2010,7/12/2010,8/24/2010,50,0,"8/24/10, JM: 48 rings, 2009-1962; 12/10/10, JM: 50 rings, 2009-1960. Re-measured, and re-measured can't seem to improve the last 10 years. "
80749,CATO,NA,core not measured,812,168.6,Carya tomentosa,6/3/2010,7/7/2010,,,0,
80769,ACRU,included,,816,201.1,Acer rubrum,8/10/2010,8/25/2010,12/20/2010,55,0,"12/20/10, JM: 55 rings, 2009-1956. First five rings difficult to see."
80773,FRNI,NA,core not measured,816,282.9,Fraxinus nigra,6/30/2010,7/14/2010,,,0,
80774,ACRU,included,,816,300.1,Acer rubrum,6/30/2010,7/14/2010,1/3/2011,39,0,"6/30/10, HB: rotted core; 1/3/10, JM: 39 rings, 2009-1971."
82021,NYSY,NA,core not measured,817,160.9,Nyssa sylvatica,7/1/2010,7/14/2010,,,0,
82058,QUAL,included,,818,200,Quercus alba,10/25/2010,10/27/2010,11/3/2010,77,0,"10/29/10, JM: Tree re-cored, original mounted incorrectly; 11/3/10, JM: 77 rings, 2009-1933."
82060,CAGL,NA,core not measured,818,351,Carya glabra,7/1/2010,7/14/2010,,,0,
82115,QURU,included,,819,177.8,Quercus rubra,7/1/2010,7/14/2010,10/21/2010,74,0,"10/20/10, JM: 76 rings, 2009-1934. First 10 rings are on a twisted piece of core, made best estimate of ring boundaries based on vessel pore location; 12/16/10, JM: 74 rings, 2009-1936. Removed two rings from the beginning of core."
82120,QUVE,included,,819,246,Quercus velutina,7/1/2010,7/14/2010,10/20/2010,64,0,"10/20/10, JM: 64 rings, 2009-1946."
82130,CAGL,NA,core not measured,820,161,Carya glabra,7/1/2010,7/14/2010,,,0,
82138,QURU,included,,820,586.8,Quercus rubra,7/1/2010,7/14/2010,10/18/2010,50,0,"10/18/10, JM: 50 rings, 2009-1960."
82173,CAGL,NA,core not measured,821,330,Carya glabra,7/1/2010,7/14/2010,,,0,
82213,LITU,included,,822,612,Liriodendron tulipifera,3/8/2011,3/10/2011,3/29/2011,98,0,"3/29/11, JM: 98 rings, 2009-1912."
82218,LITU,included,,822,613.9,Liriodendron tulipifera,10/25/2010,10/27/2010,11/4/2010,91,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 91 rings, 2009-1919."
82242,CAGL,NA,core not measured,824,171.6,Carya glabra,7/1/2010,7/14/2010,,,0,
82259,NYSY,NA,core not measured,824,195.6,Nyssa sylvatica,7/1/2010,7/16/2010,,,0,"7/1/10, DC: core fell to pieces and I'm not sure I put in the straw in the right order. Small, rotten-looking section."
82294,CAGL,NA,core not measured,826,414.9,Carya glabra,7/8/2010,7/14/2010,,,0,
82309,CAGL,NA,core not measured,826,429,Carya glabra,7/8/2010,7/14/2010,,,0,
82317,LITU,included,,827,145,Liriodendron tulipifera,3/8/2011,3/10/2011,4/6/2011,88,0,"4/6/11, JM: 88 rings, 2009-1922."
82347,ACRU,included,,828,171.8,Acer rubrum,10/25/2010,10/27/2010,12/29/2010,79,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 12/29/10, JM: 79 rings, 2009-1931."
82365,QUAL,NA,core not measured,829,428,Quercus alba,7/8/2010,7/14/2010,NA,NA,0,"11/24/10, JM: Tree core missing."
82368,LITU,included,"very low correlation, very slow growth",829,302.8,Liriodendron tulipifera,10/25/2010,10/27/2010,11/4/2010,139,0,"10/29/10, JM: re-cored tree, original mounted incorrectly; 11/4/10, JM: 140 rings, 2009-1970. I have a suspension that there are missing rings- very slow growth for this tree; 12/8/10, JM: re-measured, didn't change correlation."
82434,QUVE,included,,832,805.9,Quercus velutina,10/25/2010,10/27/2010,11/2/2010,87,0,"10/29/10, JM: Re-cored tree, original mounted incorrectly."
90009,CACO,NA,core not measured,901,287.8,Carya cordiformis,6/23/2010,7/14/2010,,,0,
90062,FAGR,included,,902,216.8,Fagus grandifolia,6/11/2010,6/18/2010,8/31/2010,62,0,"8/31/10, JM: 62 rings, 2009-1948."
90068,NYSY,NA,core not measured,902,176,Nyssa sylvatica,6/11/2010,6/30/2010,,,0,
90069,ULRU,included,very low correlation,902,201.7,Ulmus rubra,6/11/2010,6/18/2010,9/28/2010,73,0,"9/28/10, JM: 73 rings, 2009-1937."
90084,QUVE,included,,902,1092.1,Quercus velutina,6/11/2010,6/17/2010,9/9/2010,62,0,"6/11/10, JM: got as far into tree as possible, not pith. Disintegrated at front, may need to throw out core; 9/9/10, JM: 62 rings, 2009-1948. Scarring in ring 53. This tree is older than 62 years, but the rest of the core is so scarred I can't accurately estimate ring boundaries."
90104,QUVE,included,,902,493.9,Quercus velutina,6/11/2010,6/18/2010,8/20/2010,71,0,"8/20/10, JM: 71 rings, 2009-1939. Last section of core is ""upside-down"". The border for Ring 72 is a scar, but compared to either side of the scar, there are a complete line of shrunken cells, so counted as a ring."
90121,FAGR,included,,903,216.5,Fagus grandifolia,6/11/2010,6/18/2010,9/1/2010,56,0,"9/1/10, JM: 56 rings, 2009-1954. I think mismounted core in ring 3- may be more rings, but I can't distinguish them."
90130,QUAL,included,low correlation,903,158,Quercus alba,8/9/2010,8/29/2010,10/5/2010,84,0,"Originally cored 6/11/10 by JG. 10/5/10, JM: 83 rings, 2009-1927; 11/1/10, JM: 84 rings, 2009-1926. Re-measured core, improved correlation, but only to .361. The first 30 rings are very narrow- however, 1980 ring is the first really narrow one."
90185,NYSY,NA,core not measured,904,181.6,Nyssa sylvatica,6/11/2010,6/18/2010,,,0,"6/11/10, JM: hollow tree, only small core collected."
90249,ULRU,included,,902,276.7,Ulmus rubra,6/11/2010,6/21/2010,10/1/2010,76,0,"10/1/10, JM: 76 rings, 2009-1934."
90273,QUAL,included,"low correlation, core has very narrow growth towards the most recent years, possible that recent years are missing ",903,164.5,Quercus alba,6/11/2010,6/17/2010,9/9/2010,88,0,"9/9/10, JM: 83 rings, 2009-1927; 10/27/10, JM: Re-measured. 88 rings, 2009-1922. However, still a -2 shift recommend, and a +3. Can't find any missing/addition false rings, so ignoring for the time being; 11/12/10, JM: looked AGAIN, because of the -2 shift- I can't find anything!"
