Census date,Observer name,Stake,Plot,Fence,Tag #,SpCode,Height 2012,Notes 2012,Height.cm 2014,Notes 2014,x,y,%L,Invasive1,%invasive1,Invasive2,%invasive2,Invasive3,%invasive3,Invasive4,%invasive4
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1435,libe,7.1,TR,NA,"D, TR",NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1436,fram,8.9,TR,10,,0.8,0.6,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1437,fram,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1438,fram,9.5,TR,NA,tag removed in 2012,0.9,0.45,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1439,fram,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1440,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1441,litu,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1442,fram,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1443,paqu,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1444,libe,9.1,TR,NA,tag removed in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1445,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1446,fram,12.1,,18,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1447,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1448,fram,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1449,fram,15.0,,22,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1450,fram,11.1,,15,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1451,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1452,fram,12.2,,17,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1453,fram,12.6,,16,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1454,fram,10.8,,16,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1455,fram,10.6,,17,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1456,paqu,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1457,fram,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1458,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1459,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1460,prse,22.9,,18,broken,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1461,fram,15.1,,NA,"D, TR",NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1462,fram,9.6,TR,13,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1463,fram,12.0,,14,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1464,libe,NA,NN,NA,"D, TR",NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1465,fram,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1466,libe,16.2,,18,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1467,paqu,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1468,fram,11.6,,15,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1469,fram,12.4,,16,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1470,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1471,fram,13.0,,15,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1472,fram,10.0,,NA,"D, TR",NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1473,caco,35.8,,51,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1474,fram,10.1,,13,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1475,fram,11.4,,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1476,fram,NA,NN,17,,0.30,0.70,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1477,fram,10.6,,7,broken,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1478,fram,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1479,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1480,fram,11.8,,14,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1481,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1482,libe,11.3,,13,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1483,libe,NA,NN,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1484,fram,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1485,fram,9.9,TR,14,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1486,fram,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1487,fram,9.1,TR,11,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1274-00,paqu,10.3,,17,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1565-00,libe,NA,"TR, D",NA,dead in 2012,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1567-00,libe,13.1,,NA,NN,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1569-00,libe,15.4,,16,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,1690-00,fram,NA,NA,10,New 2014,0.90,0.60,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,litu,4.0,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,litu,4.3,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,quve,7.0,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,libe,7.8,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,libe,11.0,,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,paqu,10.5,,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,paqu,7.9,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,paqu,8.2,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,libe,8.5,New 2012,9,,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,libe,8.8,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,libe,9.6,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,libe,9.9,New 2012,NA,NF,NA,NA,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,acru,NA,NA,5,New 2014,0.90,0.15,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,East,TRUE,,litu,NA,NA,4,New 2014,0.85,0.15,85,NA,0,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1755,fram,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1756,fram,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1757,ceca,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1758,unk,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1759,loja,47.1,,21,looks dead,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1760,fram,8.6,TR,17,TR 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1761,libe,11.5,,15,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1762,fram,11.6,,12,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1763,loja,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1764,fram,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1765,libe,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1766,libe,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1767,fram,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1768,libe,11.1,,NA,"D, TR",NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1769,syor,50.50,,55,,0.58,0.15,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1770,libe,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1771,fram,12.6,,13,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1772,fram,10.2,,11,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1773,fram,11.3,,14,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1774,libe,19.7,,18,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1775,syor,29.2,,NA,"D, TR",NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1776,fram,15.3,,18,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1777,fram,11.4,,12,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1778,fram,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1779,syor,48.6,,40,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1780,libe,76.6,,72,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1781,fram,NA,NN,NA,"D, TR",NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1782,fram,7.8,,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1783,syor,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1784,loja,NA,NN,NA,"D, TR",NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1785,fram,9.4,,12,"lost tag, y=1.00 not 0.9",NA,1.00,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1786,fram,5.8,TR,NA,tag removed in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1787,fram,4.4,TR,NA,tag removed in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1788,loja,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1789,loja,NA,NN,46,looks dead,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1790,fram,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1791,fram,NA,NA,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1792,saal,81.8,,31,broken,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1793,loja,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1794,fram,13.4,,16,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1795,fram,10.5,,NA,"D, TR",NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1796,fram,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1797,fram,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1798,fram,14.6,,19,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1799,ceca,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1800,fram,9.0,,9,TR 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1801,syor,37.0,,46,looks dead,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1802,fram,10.4,,12,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1803,cofl,25.5,,13,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1804,paqu,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1805,libe,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1806,paqu,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1807,fram,NA,NN,21,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1808,fram,10.2,,12,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1809,fram,12.0,,10,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1810,fram,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1811,fram,9.4,,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1812,fram,16.4,,16,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1813,fram,13.5,,11,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1814,fram,10.5,,11,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1815,prav,NA,"TR, D",NA,dead in 2012,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1816,fram,12.2,,NA,"D, TR",NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1817,fram,10.1,,NA,"D, TR",NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1818,loja,35.7,,13,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,5-00,paqu,67.1,New 2012,15,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1431-00,loja,NA,NA,91,New 2014,0.50,0.90,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1571-00,fram,16.2,,18,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1573-00,fram,14.6,,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1576-00,libe,NA,NN,NA,NN,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,1581-00,libe,26.4,,15,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,338-00,syor,NA,NA,41,New 2014,0.20,0.10,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,587-00,syor,16.5,New 2012,16,,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,6382-00,fram,NA,NA,15,New 2014,0.80,0.50,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,6671-00,syor,18.2,New 2012,20,broken,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,7000-00,libe,NA,NA,26,New 2014,0.05,0.90,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,883-00,fram,NA,NA,15,New 2014,0.30,0.95,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,,libe,7.0,New 2012,NA,NF,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,,libe,7.3,New 2012,NA,NF,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,,fram,11.4,New 2012,NA,NF,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,South,TRUE,,fram,13.2,New 2012,NA,NF,NA,NA,70,loja,5,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1819,fram,13.1,,14,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1820,fram,NA,"TR, D",NA,dead in 2012,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1821,fram,13.1,,10,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1822,syor,37.4,,38,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1823,fram,13.1,,16,re-attached tag,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1824,fram,12.1,,14,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1825,fram,NA,"TR, D",NA,dead in 2012,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1826,fram,NA,"TR, D",NA,dead in 2012,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1827,fram,11.9,,13,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1828,libe,NA,NN,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1829,ulru,11.9,,6,broken,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1830,fram,14.6,,NA,"D, TR",NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1831,fram,25.4,,35,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1832,fram,11.4,,NA,"D, TR",NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1833,libe,42.7,,44,looks dead,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1834,libe,NA,"TR, same as 1833",NA,NA,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1835,loja,52.1,,15,has one leaf,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1836,fram,11.9,,15,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1837,libe,NA,NN,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1838,libe,NA,NN,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1839,libe,14.5,,NA,"D, TR",NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1840,fram,NA,NN,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1841,fram,NA,"TR, D",NA,dead in 2012,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1842,libe,11.1,,12,tag re-attached,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1843,libe,NA,NN,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1844,libe,NA,NN,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1845,libe,19.1,,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1846,libe,NA,"TR, D",NA,dead in 2012,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1847,fram,12.1,,17,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1848,libe,NA,"TR, D",NA,dead in 2012,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1849,fram,14.2,,18,,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1850,loja,113.0,,39,looks dead,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1851,fram,12.5,,NA,"D, TR",NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1852,fram,NA,NN,NA,NN,NA,NA,80,loja,2,None,0,None,0,None,0
7/22/2014,"Lewis A, Lavelle",1202,West,TRUE,1853,astr,16.8,,24,,NA,NA,80,loja,2,None,0,None,0,None,0
